,period,stateid,stateName,sector,sectorName,entityid,entityName,plantid,plantName,generatorid,technology,energy_source_code,energy-source-desc,prime_mover_code,balancing_authority_code,balancing-authority-name,status,statusDescription,county,longitude,latitude,nameplate-capacity-mw,operating-year-month,planned-retirement-year-month,unit,nameplate-capacity-mw-units,geometry
654,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,58760,FPC Services Inc.,58887,Com Adam 1WF-1,EVE,Onshore Wind Turbine,WND,Wind,WT,PJM,"PJM Interconnection, LLC",OP,Operating,Lee,-89.249722,41.660278,2.5,2007-10,,,MW,POINT (-89.249722 41.660278)
655,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,57170,"EDF Renewable Asset Holdings, Inc.",58898,Pilot Hill Wind Farm,K4-1,Onshore Wind Turbine,WND,Wind,WT,PJM,"PJM Interconnection, LLC",OP,Operating,Kankakee,-88.056247,40.999169,175.0,2015-08,,,MW,POINT (-88.056247 40.999169)
656,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,56215,"RWE Renewables Americas, LLC",59061,Radfords Run Wind Farm,WT1,Onshore Wind Turbine,WND,Wind,WT,PJM,"PJM Interconnection, LLC",OP,Operating,Dewitt,-89.047222,40.011111,278.0,2017-12,,,MW,POINT (-89.047222 40.011111)
657,2024-01,IL,Illinois,ipp-chp,IPP CHP,58303,Energy Systems Group LLC,59794,Chicago West Side Energy Center,GEN1,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,PJM,"PJM Interconnection, LLC",OP,Operating,Cook,-87.678378,41.870751,3.5,2003-10,,,MW,POINT (-87.678378 41.870751)
658,2024-01,IL,Illinois,commercial-chp,Commercial CHP,59626,Northwest Community Hospital,59847,Northwest Community Hospital,1,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,PJM,"PJM Interconnection, LLC",OP,Operating,Cook,-87.993492,42.067753,1.1,1996-06,,,MW,POINT (-87.993492 42.067753)
659,2024-01,IL,Illinois,commercial-chp,Commercial CHP,59626,Northwest Community Hospital,59847,Northwest Community Hospital,4,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,PJM,"PJM Interconnection, LLC",OP,Operating,Cook,-87.993492,42.067753,1.1,1996-06,,,MW,POINT (-87.993492 42.067753)
660,2024-01,IL,Illinois,commercial-chp,Commercial CHP,59626,Northwest Community Hospital,59847,Northwest Community Hospital,3,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,PJM,"PJM Interconnection, LLC",OP,Operating,Cook,-87.993492,42.067753,1.1,1996-06,,,MW,POINT (-87.993492 42.067753)
661,2024-01,IL,Illinois,commercial-chp,Commercial CHP,59626,Northwest Community Hospital,59847,Northwest Community Hospital,2,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,PJM,"PJM Interconnection, LLC",OP,Operating,Cook,-87.993492,42.067753,1.1,1996-06,,,MW,POINT (-87.993492 42.067753)
662,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,49893,Invenergy Services LLC,59957,Grand Ridge Battery Projects,GIVB,Batteries,MWH,Electricity used for energy storage,BA,PJM,"PJM Interconnection, LLC",OP,Operating,LaSalle,-88.6836,41.2269,4.5,2013-12,,,MW,POINT (-88.6836 41.2269)
663,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,49893,Invenergy Services LLC,59957,Grand Ridge Battery Projects,GRES,Batteries,MWH,Electricity used for energy storage,BA,PJM,"PJM Interconnection, LLC",OP,Operating,LaSalle,-88.6836,41.2269,31.5,2015-03,,,MW,POINT (-88.6836 41.2269)
664,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,49893,Invenergy Services LLC,60387,Invenergy Nelson Expansion LLC,GEN3,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,PJM,"PJM Interconnection, LLC",OP,Operating,Lee,-89.606528,41.774417,190.0,2023-04,,,MW,POINT (-89.606528 41.774417)
665,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,49893,Invenergy Services LLC,60387,Invenergy Nelson Expansion LLC,GEN4,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,PJM,"PJM Interconnection, LLC",OP,Operating,Lee,-89.606528,41.774417,190.0,2023-04,,,MW,POINT (-89.606528 41.774417)
666,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,60259,"Green River Wind Farm Phase 1, LLC",60471,Green River Wind Farm,GRNRV,Onshore Wind Turbine,WND,Wind,WT,PJM,"PJM Interconnection, LLC",OP,Operating,Lee,-89.557033,41.620264,194.3,2019-11,,,MW,POINT (-89.557033 41.620264)
667,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,57170,"EDF Renewable Asset Holdings, Inc.",60587,Kelly Creek Wind Project,WND1,Onshore Wind Turbine,WND,Wind,WT,PJM,"PJM Interconnection, LLC",OP,Operating,Ford,-88.1975,40.9675,184.0,2016-12,,,MW,POINT (-88.1975 40.9675)
668,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,65549,McHenry Battery Storage,60656,McHenry Battery Storage,MCH1,Batteries,MWH,Electricity used for energy storage,BA,PJM,"PJM Interconnection, LLC",OA,Out of service but expected to return to service in next calendar year,McHenry,-88.274352,42.331411,19.8,2016-02,,,MW,POINT (-88.274352 42.331411)
669,2024-01,IL,Illinois,ipp-chp,IPP CHP,60444,Argonne National Laboratory,60742,Argonne National Laboratory CHP,CHP,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,PJM,"PJM Interconnection, LLC",OP,Operating,DuPage,-87.970608,41.716534,6.3,2016-05,,,MW,POINT (-87.970608 41.716534)
670,2024-01,IL,Illinois,commercial-non-chp,Commercial Non-CHP,60481,Northwestern Lake Forest Hospital,60797,Lake Forest Hospital Central Energy Plant,GEN1,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,PJM,"PJM Interconnection, LLC",OP,Operating,Lake,-87.864282,42.25416,0.8,1996-06,,,MW,POINT (-87.864282 42.25416)
671,2024-01,IL,Illinois,commercial-non-chp,Commercial Non-CHP,60481,Northwestern Lake Forest Hospital,60797,Lake Forest Hospital Central Energy Plant,GEN4,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,PJM,"PJM Interconnection, LLC",OP,Operating,Lake,-87.864282,42.25416,0.8,1996-06,,,MW,POINT (-87.864282 42.25416)
672,2024-01,IL,Illinois,commercial-non-chp,Commercial Non-CHP,60481,Northwestern Lake Forest Hospital,60797,Lake Forest Hospital Central Energy Plant,GEN3,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,PJM,"PJM Interconnection, LLC",OP,Operating,Lake,-87.864282,42.25416,0.8,1996-06,,,MW,POINT (-87.864282 42.25416)
673,2024-01,IL,Illinois,commercial-non-chp,Commercial Non-CHP,60481,Northwestern Lake Forest Hospital,60797,Lake Forest Hospital Central Energy Plant,GEN2,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,PJM,"PJM Interconnection, LLC",OP,Operating,Lake,-87.864282,42.25416,0.8,1996-06,,,MW,POINT (-87.864282 42.25416)
674,2024-01,IL,Illinois,commercial-non-chp,Commercial Non-CHP,57389,IKEA Property Inc,61192,IKEA Joliet Rooftop PV System,PV,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Will,-88.07,41.48,2.0,2017-12,,,MW,POINT (-88.07 41.48)
675,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,15399,Avangrid Renewables LLC,61344,Otter Creek Wind Farm LLC,WT1,Onshore Wind Turbine,WND,Wind,WT,PJM,"PJM Interconnection, LLC",OP,Operating,LaSalle,-88.993862,41.055385,150.0,2020-03,,,MW,POINT (-88.993862 41.055385)
676,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,61365,"Hilltopper Wind Project, LLC",61735,Hilltopper Wind Project,WT1,Onshore Wind Turbine,WND,Wind,WT,PJM,"PJM Interconnection, LLC",OP,Operating,Logan,-89.310249,39.952927,185.0,2019-01,,,MW,POINT (-89.310249 39.952927)
677,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,62103,Whitney Hill Wind Power LLC,62606,Whitney Hill Wind Power LLC,WTHWP,Onshore Wind Turbine,WND,Wind,WT,PJM,"PJM Interconnection, LLC",OP,Operating,Logan,-89.310249,39.952927,65.0,2020-03,,,MW,POINT (-89.310249 39.952927)
678,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,62707,Marengo Battery Storage LLC,62856,Marengo Battery Storage LLC,MBSS,Batteries,MWH,Electricity used for energy storage,BA,PJM,"PJM Interconnection, LLC",OA,Out of service but expected to return to service in next calendar year,McHenry,-88.639983,42.252733,20.0,2018-12,,,MW,POINT (-88.639983 42.252733)
679,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,62787,"Jackson Generation, LLC",62926,"Jackson Generation, LLC",01,Natural Gas Fired Combined Cycle,NG,Natural Gas,CS,PJM,"PJM Interconnection, LLC",OP,Operating,Will,-88.110626,41.438536,644.3,2022-05,,,MW,POINT (-88.110626 41.438536)
680,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,62787,"Jackson Generation, LLC",62926,"Jackson Generation, LLC",02,Natural Gas Fired Combined Cycle,NG,Natural Gas,CS,PJM,"PJM Interconnection, LLC",OP,Operating,Will,-88.110626,41.438536,644.3,2022-05,,,MW,POINT (-88.110626 41.438536)
681,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,15399,Avangrid Renewables LLC,63003,Midland Wind,1,Onshore Wind Turbine,WND,Wind,WT,PJM,"PJM Interconnection, LLC",OP,Operating,Henry,-89.996844,41,105.5,2023-12,,,MW,POINT (-89.996844 41)
682,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,62856,"Forefront Power, LLC",63069,Harmony Road Solar,1823,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,McHenry,-88.4625,42.164,1.9,2020-09,,,MW,POINT (-88.4625 42.164)
683,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,62856,"Forefront Power, LLC",63070,Square Barn Solar,1820,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,McHenry,-88.383,42.164,1.5,2020-09,,,MW,POINT (-88.383 42.164)
684,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,62856,"Forefront Power, LLC",63071,Reed Road Solar,1822,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,McHenry,-88.240254,42.110925,1.3,2020-09,,,MW,POINT (-88.240254 42.110925)
685,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,62856,"Forefront Power, LLC",63073,Mooseheart School Solar,1817,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Kane,-88.3378,41.8233,2.0,2020-11,,,MW,POINT (-88.3378 41.8233)
686,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,50123,"Leeward Asset Management, LLC",63251,"Lone Tree Wind, LLC",LTW,Onshore Wind Turbine,WND,Wind,WT,PJM,"PJM Interconnection, LLC",OP,Operating,Bureau,-89.601872,41.203214,79.0,2020-12,,,MW,POINT (-89.601872 41.203214)
687,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,60531,Standard Solar,63620,USS Goodrich Solar,USGCH,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Kankakee,-88.06491,41.076,2.0,2022-08,,,MW,POINT (-88.06491 41.076)
688,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,60531,Standard Solar,63621,USS Sycamore Solar (CSG),USSYC,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,DeKalb,-88.66696,41.96455,2.0,2022-05,,,MW,POINT (-88.66696 41.96455)
689,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64395,"Bay4 Energy Services, LLC",63823,CED Beecher Sun Solar,BS1,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Will,-87.61052,41.327123,2.0,2021-05,,,MW,POINT (-87.61052 41.327123)
690,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64395,"Bay4 Energy Services, LLC",63824,CED Hilltop Solar,HS1,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Winnebago,-89.198015,42.339141,2.0,2021-05,,,MW,POINT (-89.198015 42.339141)
691,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63505,"DG Illinois Solar, LLC",63825,Lineage Logistics Solar,LLCHI,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Will,-87.752,41.455,1.6,2019-12,,,MW,POINT (-87.752 41.455)
692,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,57416,"Acciona Energy USA Global, LLC",63838,High Point Solar LLC,HPS,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Stephenson,-89.906865,42.432863,100.0,2023-11,,,MW,POINT (-89.906865 42.432863)
693,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63601,"CPV Three Rivers, LLC",63931,CPV Three Rivers Energy Center,GEN1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CS,PJM,"PJM Interconnection, LLC",OP,Operating,Grundy,-88.284444,41.372222,650.0,2023-06,,,MW,POINT (-88.284444 41.372222)
694,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63601,"CPV Three Rivers, LLC",63931,CPV Three Rivers Energy Center,GEN2,Natural Gas Fired Combined Cycle,NG,Natural Gas,CS,PJM,"PJM Interconnection, LLC",OP,Operating,Grundy,-88.284444,41.372222,650.0,2023-06,,,MW,POINT (-88.284444 41.372222)
695,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64395,"Bay4 Energy Services, LLC",63948,CED Spring Creek Solar,CS1,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Kankakee,-87.726108,41.108211,2.0,2021-04,,,MW,POINT (-87.726108 41.108211)
696,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63613,Cortland Solar 2 LLC,63949,Cortland,CORT2,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Dekalb,-88.68876,41.92219,2.0,2021-05,,,MW,POINT (-88.68876 41.92219)
697,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63616,Lena Solar 1 LLC,63951,Lena,LENA,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Stephenson,-89.88398,42.35681,2.0,2021-05,,,MW,POINT (-89.88398 42.35681)
698,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63617,Mendota US Solar 1 LLC,63954,Mendota,MENDS,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,LaSalle,-89.15986,41.54863,2.0,2020-12,,,MW,POINT (-89.15986 41.54863)
699,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63511,"Luminace Solar Illinois 2, LLC",63967,Charter Durabar at Woodstock,CDB1,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,McHenry,-88.40712,42.2899,1.0,2021-01,,,MW,POINT (-88.40712 42.2899)
700,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63511,"Luminace Solar Illinois 2, LLC",63967,Charter Durabar at Woodstock,CDB2,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,McHenry,-88.40712,42.2899,1.0,2021-01,,,MW,POINT (-88.40712 42.2899)
701,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,49893,Invenergy Services LLC,63988,Blooming Grove Wind Energy Center,GEN1,Onshore Wind Turbine,WND,Wind,WT,PJM,"PJM Interconnection, LLC",OP,Operating,Livingston,-88.395079,40.661079,250.0,2020-12,,,MW,POINT (-88.395079 40.661079)
702,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63643,"Peterman Solar II, LLC",63989,Peterman II,PETE,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Kankakee,-87.78887,41.070396,2.0,2021-05,,,MW,POINT (-87.78887 41.070396)
703,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63644,"Kish Solar, LLC",63990,Kish CSG,KISH,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Boone,-88.920643,42.215163,2.0,2021-08,,,MW,POINT (-88.920643 42.215163)
704,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63645,"Nostrand Solar, LLC",63991,Nostrand,NOS,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Kankakee,-87.837817,41.207388,2.0,2021-05,,,MW,POINT (-87.837817 41.207388)
705,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63646,"Vulcan Solar, LLC",63992,Vulcan,VUL,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Kankakee,-87.97498,41.10341,2.0,2021-05,,,MW,POINT (-87.97498 41.10341)
706,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63664,"Somonauk Road Solar 1, LLC",64013,Somonauk Road Solar 1,6344,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,DeKalb,-88.656288,41.758266,2.0,2021-03,,,MW,POINT (-88.656288 41.758266)
707,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63660,"Route 76 Boone Solar 1, LLC",64018,Route 76 Boone Solar 1,7724,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Boone,-88.846141,42.41894,2.0,2020-10,,,MW,POINT (-88.846141 42.41894)
708,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63722,"Alta Farms II Wind Project, LLC",64088,"Alta Farms II Wind Project, LLC",WT2,Onshore Wind Turbine,WND,Wind,WT,PJM,"PJM Interconnection, LLC",OP,Operating,DeWitt,-89.057486,40.191382,200.5,2023-05,,,MW,POINT (-89.057486 40.191382)
709,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,61944,MN8 Energy LLC,64302,Lafayette 2 - McHenry Franks 1,GEN1,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,McHenry,-88.596711,42.251568,2.0,2020-12,,,MW,POINT (-88.596711 42.251568)
710,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,61944,MN8 Energy LLC,64303,Lafayette 2 - McHenry Franks 2,GEN1,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,McHenry,-88.491906,42.214828,2.0,2020-12,,,MW,POINT (-88.491906 42.214828)
711,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,61944,MN8 Energy LLC,64304,Lafayette 2 - Kankakee Yonke,GEN1,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Kankakee,-87.869294,41.097265,2.0,2020-12,,,MW,POINT (-87.869294 41.097265)
712,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63893,"AES Griggs Solar, LLC",64328,"AES Griggs Solar, LLC",GRIG,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Kankakee,-87.666461,41.19128,2.0,2020-12,,,MW,POINT (-87.666461 41.19128)
713,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63894,"IGS East Central, LLC",64329,"IGS East Central, LLC",EAST,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Will,-88.043725,41.471715,2.0,2020-12,,,MW,POINT (-88.043725 41.471715)
714,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63895,SV CSG Lily Lake 2 LLC,64330,SV CSG Lily Lake 2 LLC,LILY,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Kane,-88.478372,41.954902,2.0,2020-12,,,MW,POINT (-88.478372 41.954902)
715,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63896,"SRC P9 - Lena Solar, LLC",64331,Cedarville Road,LENA,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Stephenson,-89.80797,42.37195,2.0,2020-12,,,MW,POINT (-89.80797 42.37195)
716,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,61677,Sol Systems,64364,"SCS Beltway 011754 Rock Falls, LLC",30005,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Whiteside,-89.670331,41.767012,1.0,2020-09,,,MW,POINT (-89.670331 41.767012)
717,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64054,"Pontiac Solar, LLC",64414,Pontiac,PONTC,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Livingston,-88.625,40.91806,2.0,2021-02,,,MW,POINT (-88.625 40.91806)
718,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64055,Rockford Baxter Rd Holdco LLC CSG,64415,Rockford CSG,ROCKF,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Winnebago,-89.03686,42.16572,2.0,2021-12,,,MW,POINT (-89.03686 42.16572)
719,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64089,"Pine Road Solar, LLC",64439,"Pine Road Solar, LLC CSG",PINE,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,DeKalb,-88.664448,41.674386,2.0,2021-04,,,MW,POINT (-88.664448 41.674386)
720,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64101,"CSG Mt. Morris 2, LLC",64467,"CSG Mt. Morris 2, LLC",MTMO,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Ogle,-89.433136,42.065653,2.0,2021-04,,,MW,POINT (-89.433136 42.065653)
721,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64102,"Tower Road Solar, LLC",64468,"Tower Road Solar, LLC CSG",BOIG,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Dekalb,-88.925188,41.805224,2.0,2021-04,,,MW,POINT (-88.925188 41.805224)
722,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64220,"Solar Star Prime 5, LLC",64610,Amazon MDW6 Solar Project,MDW6,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OA,Out of service but expected to return to service in next calendar year,Will,-88.11549,41.6721,1.9,2020-12,,,MW,POINT (-88.11549 41.6721)
723,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63511,"Luminace Solar Illinois 2, LLC",64628,Slidematic at Rockford,SLIDE,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Winnebago,-89.074384,42.206076,1.8,2022-03,,,MW,POINT (-89.074384 42.206076)
724,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64295,SPG IL Brush Creek Solar LLC,64730,IL17021 Brush Creek I CSG,BCK17,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Stephenson,-89.638813,42.452243,2.0,2022-03,,,MW,POINT (-89.638813 42.452243)
725,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64297,"Segunda Solar II, LLC",64732,Segunda II (CSG),SEGU2,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,LaSalle,-88.863709,41.117733,2.0,2021-11,,,MW,POINT (-88.863709 41.117733)
726,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64298,"Woodlawn Solar II, LLC",64733,Woodlawn II (CSG),WOOD2,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Will,-87.594818,41.392408,2.0,2021-12,,,MW,POINT (-87.594818 41.392408)
727,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64299,"Dodds Solar, LLC",64734,Dodds (CSG),DOODS,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Stephenson,-89.842957,42.379459,2.0,2021-12,,,MW,POINT (-89.842957 42.379459)
728,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64300,"Olmstead Solar II, LLC",64735,Olmstead II CSG,OLMS2,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Stephenson,-89.796287,42.371669,2.0,2021-09,,,MW,POINT (-89.796287 42.371669)
729,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64736,"Beartooth Energy Storage, LLC",64736,Wolfcastle,WOLFC,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,DeKalb,-88.8308,41.9506,2.0,2021-10,,,MW,POINT (-88.8308 41.9506)
730,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64316,IGS Solar LLC,64779,IGS Frankfort 2 CSG,FRAN2,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Cook,-87.7876,41.49563,2.0,2021-07,,,MW,POINT (-87.7876 41.49563)
731,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64338,"Long John Solar, LLC",64784,Long John CSG,LJOHN,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,DeKalb,-88.65309,41.69398,2.0,2021-05,,,MW,POINT (-88.65309 41.69398)
732,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64337,"Woodlawn Solar, LLC",64785,Woodlawn CSG,WOOD,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Will,-87.594633,41.392408,2.0,2021-06,,,MW,POINT (-87.594633 41.392408)
733,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,64372,Keeversville Solar Energy Center LLC,64868,Keeversville Solar CSG,KEEV,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Will,-88.21848,41.25559,2.0,2021-07,,,MW,POINT (-88.21848 41.25559)
734,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63505,"DG Illinois Solar, LLC",64905,Mt. Morris Solar CSG,MTMIL,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Ogle,-89.496181,42.063506,2.0,2020-12,,,MW,POINT (-89.496181 42.063506)
735,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63505,"DG Illinois Solar, LLC",64918,"NorthropGrummanSolar(Rolling Meadows,IL)",NGCIL,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Cook,-88.031041,42.09972,1.1,2020-01,,,MW,POINT (-88.031041 42.09972)
736,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,63505,"DG Illinois Solar, LLC",64919,FedEx Chicago Solar Facility,FDXIL,Solar Photovoltaic,SUN,Solar,PV,PJM,"PJM Interconnection, LLC",OP,Operating,Cook,-87.789421,41.753932,1.5,2020-10,,,MW,POINT (-87.789421 41.753932)
