,period,stateid,stateName,sector,sectorName,entityid,entityName,plantid,plantName,generatorid,technology,energy_source_code,energy-source-desc,prime_mover_code,balancing_authority_code,balancing-authority-name,status,statusDescription,county,longitude,latitude,nameplate-capacity-mw,operating-year-month,planned-retirement-year-month,unit,nameplate-capacity-mw-units,geometry
0,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,55951,Constellation Nuclear,204,Clinton Power Station,1,Nuclear,NUC,Nuclear,ST,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,DeWitt,-88.8339,40.1719,1138.3,1987-11,,,MW,POINT (-88.8339 40.1719)
1,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,5517,Dynegy Midwest Generation Inc,889,Baldwin Energy Complex,1,Conventional Steam Coal,SUB,Subbituminous Coal,ST,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Randolph,-89.8544,38.205,625.1,1970-07,2025-12,,MW,POINT (-89.8544 38.205)
2,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,5517,Dynegy Midwest Generation Inc,889,Baldwin Energy Complex,2,Conventional Steam Coal,SUB,Subbituminous Coal,ST,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Randolph,-89.8544,38.205,634.5,1973-03,2025-12,,MW,POINT (-89.8544 38.205)
3,2024-01,IL,Illinois,electric-utility,Electric Utility,12341,MidAmerican Energy Co,899,Moline,GT1,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Rock Island,-90.534021,41.509959,18.0,1970-05,,,MW,POINT (-90.534021 41.509959)
4,2024-01,IL,Illinois,electric-utility,Electric Utility,12341,MidAmerican Energy Co,899,Moline,HY4,Conventional Hydroelectric,WAT,Water,HY,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Rock Island,-90.534021,41.509959,0.9,1942-01,,,MW,POINT (-90.534021 41.509959)
5,2024-01,IL,Illinois,electric-utility,Electric Utility,12341,MidAmerican Energy Co,899,Moline,HY3,Conventional Hydroelectric,WAT,Water,HY,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Rock Island,-90.534021,41.509959,0.9,1942-01,,,MW,POINT (-90.534021 41.509959)
6,2024-01,IL,Illinois,electric-utility,Electric Utility,12341,MidAmerican Energy Co,899,Moline,HY2,Conventional Hydroelectric,WAT,Water,HY,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Rock Island,-90.534021,41.509959,0.9,1942-01,,,MW,POINT (-90.534021 41.509959)
7,2024-01,IL,Illinois,electric-utility,Electric Utility,12341,MidAmerican Energy Co,899,Moline,HY1,Conventional Hydroelectric,WAT,Water,HY,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Rock Island,-90.534021,41.509959,0.9,1942-01,,,MW,POINT (-90.534021 41.509959)
8,2024-01,IL,Illinois,electric-utility,Electric Utility,12341,MidAmerican Energy Co,899,Moline,GT4,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Rock Island,-90.534021,41.509959,18.0,1970-05,,,MW,POINT (-90.534021 41.509959)
9,2024-01,IL,Illinois,electric-utility,Electric Utility,12341,MidAmerican Energy Co,899,Moline,GT3,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Rock Island,-90.534021,41.509959,18.0,1970-05,,,MW,POINT (-90.534021 41.509959)
10,2024-01,IL,Illinois,electric-utility,Electric Utility,12341,MidAmerican Energy Co,899,Moline,GT2,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Rock Island,-90.534021,41.509959,18.0,1970-05,,,MW,POINT (-90.534021 41.509959)
11,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,57280,"Eagle Creek Renewable Energy, LLC",903,Rockton,1,Conventional Hydroelectric,WAT,Water,HY,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Winnebago,-89.0756,42.4511,0.6,1929-01,,,MW,POINT (-89.0756 42.4511)
12,2024-01,IL,Illinois,ipp-non-chp,IPP Non-CHP,57280,"Eagle Creek Renewable Energy, LLC",903,Rockton,2,Conventional Hydroelectric,WAT,Water,HY,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Winnebago,-89.0756,42.4511,0.5,1929-01,,,MW,POINT (-89.0756 42.4511)
13,2024-01,IL,Illinois,electric-utility,Electric Utility,19436,Union Electric Co - (MO),913,Venice,GT5,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Madison,-90.1764,38.6642,125.0,2005-10,,,MW,POINT (-90.1764 38.6642)
14,2024-01,IL,Illinois,electric-utility,Electric Utility,19436,Union Electric Co - (MO),913,Venice,GT4,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Madison,-90.1764,38.6642,200.0,2005-06,,,MW,POINT (-90.1764 38.6642)
15,2024-01,IL,Illinois,electric-utility,Electric Utility,19436,Union Electric Co - (MO),913,Venice,GT3,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Madison,-90.1764,38.6642,200.0,2005-06,,,MW,POINT (-90.1764 38.6642)
16,2024-01,IL,Illinois,electric-utility,Electric Utility,19436,Union Electric Co - (MO),913,Venice,GT2,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Madison,-90.1764,38.6642,61.0,2002-06,,,MW,POINT (-90.1764 38.6642)
17,2024-01,IL,Illinois,electric-utility,Electric Utility,2188,City of Breese - (IL),934,Breese,7,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,Clinton,-89.524514,38.607456,2.5,2008-02,,,MW,POINT (-89.524514 38.607456)
18,2024-01,IL,Illinois,electric-utility,Electric Utility,2188,City of Breese - (IL),934,Breese,IC3,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,Clinton,-89.524514,38.607456,3.0,1968-07,,,MW,POINT (-89.524514 38.607456)
19,2024-01,IL,Illinois,electric-utility,Electric Utility,2188,City of Breese - (IL),934,Breese,IC1,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,Clinton,-89.524514,38.607456,0.9,1953-12,,,MW,POINT (-89.524514 38.607456)
20,2024-01,IL,Illinois,electric-utility,Electric Utility,2188,City of Breese - (IL),934,Breese,8,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,Clinton,-89.524514,38.607456,2.5,2014-10,,,MW,POINT (-89.524514 38.607456)
21,2024-01,IL,Illinois,electric-utility,Electric Utility,2188,City of Breese - (IL),934,Breese,6,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,Clinton,-89.524514,38.607456,2.5,1997-07,,,MW,POINT (-89.524514 38.607456)
22,2024-01,IL,Illinois,electric-utility,Electric Utility,2188,City of Breese - (IL),934,Breese,5,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,Clinton,-89.524514,38.607456,2.5,1992-07,,,MW,POINT (-89.524514 38.607456)
23,2024-01,IL,Illinois,electric-utility,Electric Utility,2188,City of Breese - (IL),934,Breese,2,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,Clinton,-89.524514,38.607456,3.0,1982-06,,,MW,POINT (-89.524514 38.607456)
24,2024-01,IL,Illinois,electric-utility,Electric Utility,2634,City of Bushnell - (IL),935,Bushnell,5,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,McDonough,-90.513814,40.548586,1.0,1956-06,,,MW,POINT (-90.513814 40.548586)
25,2024-01,IL,Illinois,electric-utility,Electric Utility,2634,City of Bushnell - (IL),935,Bushnell,4,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,McDonough,-90.513814,40.548586,2.2,1965-06,,,MW,POINT (-90.513814 40.548586)
26,2024-01,IL,Illinois,electric-utility,Electric Utility,2634,City of Bushnell - (IL),935,Bushnell,3,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,McDonough,-90.513814,40.548586,2.2,1965-06,,,MW,POINT (-90.513814 40.548586)
27,2024-01,IL,Illinois,electric-utility,Electric Utility,2634,City of Bushnell - (IL),935,Bushnell,2,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,McDonough,-90.513814,40.548586,0.2,1940-06,,,MW,POINT (-90.513814 40.548586)
28,2024-01,IL,Illinois,electric-utility,Electric Utility,2634,City of Bushnell - (IL),935,Bushnell,1,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,McDonough,-90.513814,40.548586,0.2,1940-06,,,MW,POINT (-90.513814 40.548586)
29,2024-01,IL,Illinois,electric-utility,Electric Utility,2634,City of Bushnell - (IL),935,Bushnell,7,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,McDonough,-90.513814,40.548586,2.5,2000-09,,,MW,POINT (-90.513814 40.548586)
30,2024-01,IL,Illinois,electric-utility,Electric Utility,2634,City of Bushnell - (IL),935,Bushnell,6,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,McDonough,-90.513814,40.548586,2.5,2000-09,,,MW,POINT (-90.513814 40.548586)
31,2024-01,IL,Illinois,electric-utility,Electric Utility,3037,City of Carlyle - (IL),936,Carlyle,10,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Clinton,-89.3583,38.6106,2.5,2003-10,,,MW,POINT (-89.3583 38.6106)
32,2024-01,IL,Illinois,electric-utility,Electric Utility,3037,City of Carlyle - (IL),936,Carlyle,9,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Clinton,-89.3583,38.6106,2.5,1999-09,,,MW,POINT (-89.3583 38.6106)
33,2024-01,IL,Illinois,electric-utility,Electric Utility,3037,City of Carlyle - (IL),936,Carlyle,8,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Clinton,-89.3583,38.6106,2.5,1998-10,,,MW,POINT (-89.3583 38.6106)
34,2024-01,IL,Illinois,electric-utility,Electric Utility,3037,City of Carlyle - (IL),936,Carlyle,7,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,Clinton,-89.3583,38.6106,2.0,1964-08,,,MW,POINT (-89.3583 38.6106)
35,2024-01,IL,Illinois,electric-utility,Electric Utility,3037,City of Carlyle - (IL),936,Carlyle,11,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Clinton,-89.3583,38.6106,2.8,2019-02,,,MW,POINT (-89.3583 38.6106)
36,2024-01,IL,Illinois,electric-utility,Electric Utility,3040,City of Carmi - (IL),937,Carmi,10,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,White,-88.1631,38.0967,1.7,1958-12,,,MW,POINT (-88.1631 38.0967)
37,2024-01,IL,Illinois,electric-utility,Electric Utility,3040,City of Carmi - (IL),937,Carmi,9,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,White,-88.1631,38.0967,1.7,1958-12,,,MW,POINT (-88.1631 38.0967)
38,2024-01,IL,Illinois,electric-utility,Electric Utility,3040,City of Carmi - (IL),937,Carmi,8,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,White,-88.1631,38.0967,1.4,1951-12,,,MW,POINT (-88.1631 38.0967)
39,2024-01,IL,Illinois,electric-utility,Electric Utility,3040,City of Carmi - (IL),937,Carmi,7,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,White,-88.1631,38.0967,1.1,1948-12,,,MW,POINT (-88.1631 38.0967)
40,2024-01,IL,Illinois,electric-utility,Electric Utility,3040,City of Carmi - (IL),937,Carmi,14,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,White,-88.1631,38.0967,1.1,2013-07,,,MW,POINT (-88.1631 38.0967)
41,2024-01,IL,Illinois,electric-utility,Electric Utility,3040,City of Carmi - (IL),937,Carmi,13,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,White,-88.1631,38.0967,4.4,1973-12,,,MW,POINT (-88.1631 38.0967)
42,2024-01,IL,Illinois,electric-utility,Electric Utility,3040,City of Carmi - (IL),937,Carmi,12,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,White,-88.1631,38.0967,2.0,1967-12,,,MW,POINT (-88.1631 38.0967)
43,2024-01,IL,Illinois,electric-utility,Electric Utility,6192,City of Farmer City - (IL),941,Farmer City,1,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,DeWitt,-88.638761,40.24611,1.5,1967-07,,,MW,POINT (-88.638761 40.24611)
44,2024-01,IL,Illinois,electric-utility,Electric Utility,6192,City of Farmer City - (IL),941,Farmer City,7,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,DeWitt,-88.638761,40.24611,2.2,2012-08,,,MW,POINT (-88.638761 40.24611)
45,2024-01,IL,Illinois,electric-utility,Electric Utility,6192,City of Farmer City - (IL),941,Farmer City,6,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,DeWitt,-88.638761,40.24611,2.2,2012-08,,,MW,POINT (-88.638761 40.24611)
46,2024-01,IL,Illinois,electric-utility,Electric Utility,6192,City of Farmer City - (IL),941,Farmer City,5,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,DeWitt,-88.638761,40.24611,3.5,1974-07,,,MW,POINT (-88.638761 40.24611)
47,2024-01,IL,Illinois,electric-utility,Electric Utility,6192,City of Farmer City - (IL),941,Farmer City,4,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,DeWitt,-88.638761,40.24611,0.8,1951-04,,,MW,POINT (-88.638761 40.24611)
48,2024-01,IL,Illinois,electric-utility,Electric Utility,6192,City of Farmer City - (IL),941,Farmer City,2,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,DeWitt,-88.638761,40.24611,1.1,1963-04,,,MW,POINT (-88.638761 40.24611)
49,2024-01,IL,Illinois,electric-utility,Electric Utility,6764,Village of Freeburg - (IL),943,Freeburg,10,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,St Clair,-89.914444,38.425556,1.8,2007-09,,,MW,POINT (-89.914444 38.425556)
50,2024-01,IL,Illinois,electric-utility,Electric Utility,6764,Village of Freeburg - (IL),943,Freeburg,9,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,St Clair,-89.914444,38.425556,1.8,1996-01,,,MW,POINT (-89.914444 38.425556)
51,2024-01,IL,Illinois,electric-utility,Electric Utility,6764,Village of Freeburg - (IL),943,Freeburg,8,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,St Clair,-89.914444,38.425556,1.8,1996-01,,,MW,POINT (-89.914444 38.425556)
52,2024-01,IL,Illinois,electric-utility,Electric Utility,6764,Village of Freeburg - (IL),943,Freeburg,6,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,St Clair,-89.914444,38.425556,1.8,1974-08,,,MW,POINT (-89.914444 38.425556)
53,2024-01,IL,Illinois,electric-utility,Electric Utility,6764,Village of Freeburg - (IL),943,Freeburg,12,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,St Clair,-89.914444,38.425556,1.8,2007-09,,,MW,POINT (-89.914444 38.425556)
54,2024-01,IL,Illinois,electric-utility,Electric Utility,6764,Village of Freeburg - (IL),943,Freeburg,11,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,St Clair,-89.914444,38.425556,1.8,2007-09,,,MW,POINT (-89.914444 38.425556)
55,2024-01,IL,Illinois,electric-utility,Electric Utility,7095,City of Geneseo - (IL),944,Geneseo,1,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Henry,-90.148547,41.451494,5.6,1974-03,,,MW,POINT (-90.148547 41.451494)
56,2024-01,IL,Illinois,electric-utility,Electric Utility,7095,City of Geneseo - (IL),944,Geneseo,9,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Henry,-90.148547,41.451494,4.8,1998-05,,,MW,POINT (-90.148547 41.451494)
57,2024-01,IL,Illinois,electric-utility,Electric Utility,7095,City of Geneseo - (IL),944,Geneseo,7,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Henry,-90.148547,41.451494,3.0,1961-06,,,MW,POINT (-90.148547 41.451494)
58,2024-01,IL,Illinois,electric-utility,Electric Utility,7095,City of Geneseo - (IL),944,Geneseo,6A,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Henry,-90.148547,41.451494,3.0,2003-05,,,MW,POINT (-90.148547 41.451494)
59,2024-01,IL,Illinois,electric-utility,Electric Utility,7095,City of Geneseo - (IL),944,Geneseo,5A,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Henry,-90.148547,41.451494,4.4,1990-08,,,MW,POINT (-90.148547 41.451494)
60,2024-01,IL,Illinois,electric-utility,Electric Utility,7095,City of Geneseo - (IL),944,Geneseo,4,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Henry,-90.148547,41.451494,1.6,1957-07,,,MW,POINT (-90.148547 41.451494)
61,2024-01,IL,Illinois,electric-utility,Electric Utility,7095,City of Geneseo - (IL),944,Geneseo,3,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Henry,-90.148547,41.451494,3.5,1966-06,,,MW,POINT (-90.148547 41.451494)
62,2024-01,IL,Illinois,electric-utility,Electric Utility,7095,City of Geneseo - (IL),944,Geneseo,2,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Henry,-90.148547,41.451494,3.5,1967-10,,,MW,POINT (-90.148547 41.451494)
63,2024-01,IL,Illinois,electric-utility,Electric Utility,7095,City of Geneseo - (IL),944,Geneseo,12,Solar Photovoltaic,SUN,Solar,PV,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Henry,-90.148547,41.451494,1.2,2015-08,,,MW,POINT (-90.148547 41.451494)
64,2024-01,IL,Illinois,electric-utility,Electric Utility,7095,City of Geneseo - (IL),944,Geneseo,11,Onshore Wind Turbine,WND,Wind,WT,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Henry,-90.148547,41.451494,1.5,2009-10,,,MW,POINT (-90.148547 41.451494)
65,2024-01,IL,Illinois,electric-utility,Electric Utility,7095,City of Geneseo - (IL),944,Geneseo,10,Onshore Wind Turbine,WND,Wind,WT,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Henry,-90.148547,41.451494,1.5,2009-09,,,MW,POINT (-90.148547 41.451494)
66,2024-01,IL,Illinois,electric-utility,Electric Utility,8573,City of Highland,946,Highland,IC1,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,Madison,-89.6849,38.7412,1.6,1993-07,,,MW,POINT (-89.6849 38.7412)
67,2024-01,IL,Illinois,electric-utility,Electric Utility,8573,City of Highland,946,Highland,IC8,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,Madison,-89.6849,38.7412,4.4,1971-08,,,MW,POINT (-89.6849 38.7412)
68,2024-01,IL,Illinois,electric-utility,Electric Utility,8573,City of Highland,946,Highland,IC7,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,Madison,-89.6849,38.7412,4.4,1971-08,,,MW,POINT (-89.6849 38.7412)
69,2024-01,IL,Illinois,electric-utility,Electric Utility,8573,City of Highland,946,Highland,IC3,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,Madison,-89.6849,38.7412,1.6,1993-07,,,MW,POINT (-89.6849 38.7412)
70,2024-01,IL,Illinois,electric-utility,Electric Utility,8573,City of Highland,946,Highland,IC2,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,Madison,-89.6849,38.7412,1.6,1993-07,,,MW,POINT (-89.6849 38.7412)
71,2024-01,IL,Illinois,electric-utility,Electric Utility,12167,City of McLeansboro - (IL),948,McLeansboro,2,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,Hamilton,-88.541331,38.094683,0.6,1950-12,,,MW,POINT (-88.541331 38.094683)
72,2024-01,IL,Illinois,electric-utility,Electric Utility,12167,City of McLeansboro - (IL),948,McLeansboro,9,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,Hamilton,-88.541331,38.094683,2.0,2002-06,,,MW,POINT (-88.541331 38.094683)
73,2024-01,IL,Illinois,electric-utility,Electric Utility,12167,City of McLeansboro - (IL),948,McLeansboro,8,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,Hamilton,-88.541331,38.094683,1.1,1994-12,,,MW,POINT (-88.541331 38.094683)
74,2024-01,IL,Illinois,electric-utility,Electric Utility,12167,City of McLeansboro - (IL),948,McLeansboro,7,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,Hamilton,-88.541331,38.094683,1.1,1995-01,,,MW,POINT (-88.541331 38.094683)
75,2024-01,IL,Illinois,electric-utility,Electric Utility,12167,City of McLeansboro - (IL),948,McLeansboro,6,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,Hamilton,-88.541331,38.094683,2.4,1979-12,,,MW,POINT (-88.541331 38.094683)
76,2024-01,IL,Illinois,electric-utility,Electric Utility,12167,City of McLeansboro - (IL),948,McLeansboro,5,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SB,Standby/Backup: available for service but not normally used,Hamilton,-88.541331,38.094683,2.0,1979-12,,,MW,POINT (-88.541331 38.094683)
77,2024-01,IL,Illinois,electric-utility,Electric Utility,11736,City of Marshall - (IL),949,Marshall (IL),10,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Clark,-87.68513,39.392138,1.8,2002-04,,,MW,POINT (-87.68513 39.392138)
78,2024-01,IL,Illinois,electric-utility,Electric Utility,11736,City of Marshall - (IL),949,Marshall (IL),9,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Clark,-87.68513,39.392138,1.8,2002-04,,,MW,POINT (-87.68513 39.392138)
79,2024-01,IL,Illinois,electric-utility,Electric Utility,11736,City of Marshall - (IL),949,Marshall (IL),8,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Clark,-87.68513,39.392138,1.8,2002-04,,,MW,POINT (-87.68513 39.392138)
80,2024-01,IL,Illinois,electric-utility,Electric Utility,11736,City of Marshall - (IL),949,Marshall (IL),7,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Clark,-87.68513,39.392138,1.8,2002-04,,,MW,POINT (-87.68513 39.392138)
81,2024-01,IL,Illinois,electric-utility,Electric Utility,11736,City of Marshall - (IL),949,Marshall (IL),6,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",OP,Operating,Clark,-87.68513,39.392138,1.8,2002-04,,,MW,POINT (-87.68513 39.392138)
