,Year,Month,Day,Hour,Minute,GHI,Wind Speed,Temperature,Relative Humidity,Pressure
0,2019,1,1,0,0,0,4.2,-0.3,97.14,996
1,2019,1,1,0,30,0,3.9,-0.4,97.94,997
2,2019,1,1,1,0,0,3.6,-0.5,96.65,998
3,2019,1,1,1,30,0,3.3000000000000003,-0.8,98.78,998
4,2019,1,1,2,0,0,2.9000000000000004,-1.1,98.19,999
5,2019,1,1,2,30,0,2.6,-1.4,100.0,999
6,2019,1,1,3,0,0,2.4000000000000004,-1.7000000000000002,100.0,999
7,2019,1,1,3,30,0,2.3000000000000003,-1.8,100.0,999
8,2019,1,1,4,0,0,2.2,-2.0,100.0,999
9,2019,1,1,4,30,0,2.1,-2.0,100.0,1000
10,2019,1,1,5,0,0,2.0,-2.0,99.94,1000
11,2019,1,1,5,30,0,1.9,-1.9,99.3,1001
12,2019,1,1,6,0,0,1.8,-1.9,99.05,1001
13,2019,1,1,6,30,0,1.9,-1.4,95.57,1002
14,2019,1,1,7,0,0,1.9,-1.0,94.93,1002
15,2019,1,1,7,30,2,2.4000000000000004,-0.1,89.0,1003
16,2019,1,1,8,0,7,2.8000000000000003,0.9,87.91,1003
17,2019,1,1,8,30,13,2.8000000000000003,1.6,83.60000000000001,1003
18,2019,1,1,9,0,19,2.9000000000000004,2.2,81.81,1003
19,2019,1,1,9,30,25,2.8000000000000003,2.7,79.04,1004
20,2019,1,1,10,0,40,2.6,3.1,76.25,1004
21,2019,1,1,10,30,52,2.4000000000000004,3.3000000000000003,75.18,1004
22,2019,1,1,11,0,60,2.2,3.6,73.25,1004
23,2019,1,1,11,30,69,2.3000000000000003,3.7,72.66,1003
24,2019,1,1,12,0,68,2.3000000000000003,3.8,71.43,1003
25,2019,1,1,12,30,92,2.5,3.8,71.43,1003
26,2019,1,1,13,0,79,2.6,3.8,70.37,1003
27,2019,1,1,13,30,62,2.6,3.6,71.36,1003
28,2019,1,1,14,0,39,2.7,3.5,70.57000000000001,1003
29,2019,1,1,14,30,25,2.6,3.1,72.58,1003
30,2019,1,1,15,0,19,2.5,2.8000000000000003,74.18,1004
31,2019,1,1,15,30,12,2.0,1.9,79.08,1004
32,2019,1,1,16,0,7,1.5,0.9,87.33,1004
33,2019,1,1,16,30,3,1.6,0.4,90.54,1004
34,2019,1,1,17,0,0,1.8,-0.1,89.12,1004
35,2019,1,1,17,30,0,1.8,-0.1,89.12,1004
36,2019,1,1,18,0,0,2.0,-0.8,89.76,1005
37,2019,1,1,18,30,0,2.0,-1.1,91.75,1005
38,2019,1,1,19,0,0,1.9,-1.4,90.94,1005
39,2019,1,1,19,30,0,1.8,-1.7000000000000002,92.97,1005
40,2019,1,1,20,0,0,1.6,-2.1,93.05,1005
41,2019,1,1,20,30,0,1.4,-2.3000000000000003,94.34,1004
42,2019,1,1,21,0,0,1.3,-2.6,94.24,1004
43,2019,1,1,21,30,0,1.2000000000000002,-2.7,94.94,1004
44,2019,1,1,22,0,0,1.0,-2.8000000000000003,94.44,1004
45,2019,1,1,22,30,0,1.0,-3.0,95.85,1004
46,2019,1,1,23,0,0,0.9,-3.1,95.4,1004
47,2019,1,1,23,30,0,0.9,-3.1,95.4,1004
48,2019,1,2,0,0,0,0.9,-3.2,95.33,1004
49,2019,1,2,0,30,0,0.9,-3.1,94.62,1004
50,2019,1,2,1,0,0,0.9,-3.1,94.14,1004
51,2019,1,2,1,30,0,1.0,-3.0,93.44,1004
52,2019,1,2,2,0,0,1.1,-3.0,93.1,1004
53,2019,1,2,2,30,0,1.1,-2.9000000000000004,92.32,1003
54,2019,1,2,3,0,0,1.2000000000000002,-2.9000000000000004,92.54,1003
55,2019,1,2,3,30,0,1.1,-2.9000000000000004,92.54,1003
56,2019,1,2,4,0,0,1.0,-2.9000000000000004,92.26,1002
57,2019,1,2,4,30,0,0.9,-2.9000000000000004,92.26,1002
58,2019,1,2,5,0,0,0.8,-2.9000000000000004,91.53,1002
59,2019,1,2,5,30,0,0.8,-2.9000000000000004,91.53,1002
60,2019,1,2,6,0,0,0.8,-2.8000000000000003,90.58,1003
61,2019,1,2,6,30,0,0.9,-2.6,89.24,1003
62,2019,1,2,7,0,0,0.9,-2.5,89.25,1003
63,2019,1,2,7,30,12,1.5,-1.8,84.75,1003
64,2019,1,2,8,0,48,2.0,-1.1,78.07000000000001,1003
65,2019,1,2,8,30,95,2.5,-0.6000000000000001,75.27,1003
66,2019,1,2,9,0,154,2.9000000000000004,-0.1,70.69,1002
67,2019,1,2,9,30,130,3.2,0.1,69.67,1002
68,2019,1,2,10,0,133,3.5,0.3,69.15,1002
69,2019,1,2,10,30,165,3.8,0.4,68.58,1001
70,2019,1,2,11,0,203,4.1000000000000005,0.5,69.68,1001
71,2019,1,2,11,30,115,4.3,0.5,69.61,1000
72,2019,1,2,12,0,57,4.4,0.5,71.69,1000
73,2019,1,2,12,30,51,4.4,0.5,71.62,999
74,2019,1,2,13,0,56,4.4,0.4,74.06,998
75,2019,1,2,13,30,43,4.4,0.3,74.60000000000001,998
76,2019,1,2,14,0,34,4.3,0.2,76.73,998
77,2019,1,2,14,30,25,4.0,0.0,77.85000000000001,998
78,2019,1,2,15,0,28,3.8,-0.2,80.59,997
79,2019,1,2,15,30,20,3.4000000000000004,-0.6000000000000001,82.97,997
80,2019,1,2,16,0,13,3.1,-0.9,85.64,997
81,2019,1,2,16,30,6,3.0,-1.1,86.99,998
82,2019,1,2,17,0,0,2.9000000000000004,-1.4,87.94,998
83,2019,1,2,17,30,0,2.9000000000000004,-1.4,87.94,998
84,2019,1,2,18,0,0,2.7,-1.8,88.12,998
85,2019,1,2,18,30,0,2.5,-2.1,90.09,998
86,2019,1,2,19,0,0,2.3000000000000003,-2.4000000000000004,88.28,998
87,2019,1,2,19,30,0,2.2,-2.6,89.69,999
88,2019,1,2,20,0,0,2.1,-2.8000000000000003,88.29,999
89,2019,1,2,20,30,0,2.1,-2.8000000000000003,88.29,999
90,2019,1,2,21,0,0,2.0,-2.9000000000000004,87.82000000000001,999
91,2019,1,2,21,30,0,1.9,-3.0,88.48,999
92,2019,1,2,22,0,0,1.8,-3.0,88.12,999
93,2019,1,2,22,30,0,1.8,-3.0,88.12,999
94,2019,1,2,23,0,0,1.8,-3.1,88.39,999
95,2019,1,2,23,30,0,1.8,-3.1,88.39,999
96,2019,1,3,0,0,0,1.8,-3.1,88.03,999
97,2019,1,3,0,30,0,1.7000000000000002,-3.1,88.03,999
98,2019,1,3,1,0,0,1.6,-3.2,88.47,999
99,2019,1,3,1,30,0,1.5,-3.4000000000000004,89.8,999
100,2019,1,3,2,0,0,1.4,-3.6,89.56,999
101,2019,1,3,2,30,0,1.3,-4.0,92.28,999
102,2019,1,3,3,0,0,1.2000000000000002,-4.4,91.68,998
103,2019,1,3,3,30,0,1.2000000000000002,-4.5,92.37,998
104,2019,1,3,4,0,0,1.1,-4.6000000000000005,92.04,998
105,2019,1,3,4,30,0,1.1,-4.6000000000000005,92.04,998
106,2019,1,3,5,0,0,1.1,-4.6000000000000005,91.87,998
107,2019,1,3,5,30,0,1.2000000000000002,-4.6000000000000005,91.87,998
108,2019,1,3,6,0,0,1.3,-4.6000000000000005,92.16,999
109,2019,1,3,6,30,0,1.5,-4.3,90.1,999
110,2019,1,3,7,0,0,1.6,-4.1000000000000005,90.39,999
111,2019,1,3,7,30,19,2.1,-3.1,83.88,999
112,2019,1,3,8,0,82,2.6,-2.2,81.26,999
113,2019,1,3,8,30,164,2.7,-0.9,73.87,999
114,2019,1,3,9,0,242,2.7,0.3,67.35,999
115,2019,1,3,9,30,314,2.8000000000000003,1.2000000000000002,63.06,998
116,2019,1,3,10,0,380,2.9000000000000004,2.2,59.96,998
117,2019,1,3,10,30,431,2.8000000000000003,2.8000000000000003,57.4,997
118,2019,1,3,11,0,468,2.8000000000000003,3.5,57.84,997
119,2019,1,3,11,30,492,2.9000000000000004,4.1000000000000005,55.4,996
120,2019,1,3,12,0,501,3.0,4.7,54.97,995
121,2019,1,3,12,30,494,3.2,4.9,54.21,995
122,2019,1,3,13,0,472,3.4000000000000004,5.2,54.03,995
