,Year,Month,Day,Hour,Minute,GHI,Wind Speed,Temperature,Relative Humidity,Pressure
89,2019,1,2,20,30,0,2.9000000000000004,-5.9,87.08,990
90,2019,1,2,21,0,0,2.7,-6.2,87.51,990
91,2019,1,2,21,30,0,2.9000000000000004,-6.2,87.51,990
92,2019,1,2,22,0,0,3.0,-6.2,88.04,990
93,2019,1,2,22,30,0,3.3000000000000003,-6.2,87.95,989
94,2019,1,2,23,0,0,3.6,-6.1000000000000005,89.3,989
95,2019,1,2,23,30,0,3.6,-6.2,90.08,990
96,2019,1,3,0,0,0,3.7,-6.2,91.69,990
97,2019,1,3,0,30,0,3.6,-6.300000000000001,92.39,990
98,2019,1,3,1,0,0,3.6,-6.4,93.2,990
99,2019,1,3,1,30,0,3.5,-6.6000000000000005,94.64,990
100,2019,1,3,2,0,0,3.4000000000000004,-6.800000000000001,94.98,990
101,2019,1,3,2,30,0,3.3000000000000003,-6.9,95.71,990
102,2019,1,3,3,0,0,3.3000000000000003,-7.1000000000000005,95.76,990
103,2019,1,3,3,30,0,3.1,-7.300000000000001,97.25,990
104,2019,1,3,4,0,0,2.9000000000000004,-7.5,97.43,990
105,2019,1,3,4,30,0,2.8000000000000003,-7.6,98.18,990
106,2019,1,3,5,0,0,2.6,-7.7,97.72,990
107,2019,1,3,5,30,0,2.6,-7.800000000000001,98.48,990
108,2019,1,3,6,0,0,2.7,-7.800000000000001,97.2,990
109,2019,1,3,6,30,0,2.9000000000000004,-7.6,95.71,990
110,2019,1,3,7,0,0,3.2,-7.4,94.69,990
111,2019,1,3,7,30,4,3.5,-6.6000000000000005,89.04,990
112,2019,1,3,8,0,30,3.8,-5.800000000000001,90.12,990
113,2019,1,3,8,30,96,4.0,-4.7,82.83,989
114,2019,1,3,9,0,155,4.1000000000000005,-3.6,83.62,989
115,2019,1,3,9,30,279,4.4,-2.2,75.37,989
116,2019,1,3,10,0,336,4.7,-0.8,74.23,989
117,2019,1,3,10,30,383,4.800000000000001,0.3,68.53,989
118,2019,1,3,11,0,417,5.0,1.4,68.95,988
119,2019,1,3,11,30,436,5.0,2.1,65.59,988
120,2019,1,3,12,0,443,5.0,2.8000000000000003,65.88,987
121,2019,1,3,12,30,436,4.7,3.2,64.04,987
122,2019,1,3,13,0,414,4.5,3.6,64.22,986
123,2019,1,3,13,30,378,4.2,3.6,64.22,986
124,2019,1,3,14,0,331,3.9,3.6,66.96000000000001,986
125,2019,1,3,14,30,272,3.5,3.0,69.85000000000001,986
126,2019,1,3,15,0,205,3.1,2.4000000000000004,76.56,986
127,2019,1,3,15,30,134,3.4000000000000004,1.5,81.72,987
128,2019,1,3,16,0,65,3.7,0.6000000000000001,82.83,987
129,2019,1,3,16,30,10,4.2,0.5,83.43,987
130,2019,1,3,17,0,0,4.800000000000001,0.5,83.19,987
131,2019,1,3,17,30,0,4.800000000000001,0.5,83.19,987
132,2019,1,3,18,0,0,4.800000000000001,0.1,85.76,987
133,2019,1,3,18,30,0,4.5,-0.2,87.56,986
134,2019,1,3,19,0,0,4.3,-0.4,88.25,986
135,2019,1,3,19,30,0,4.1000000000000005,-0.6000000000000001,89.55,986
136,2019,1,3,20,0,0,4.0,-0.7000000000000001,89.07000000000001,985
137,2019,1,3,20,30,0,4.3,-0.7000000000000001,89.07000000000001,985
138,2019,1,3,21,0,0,4.6000000000000005,-0.7000000000000001,88.85000000000001,985
139,2019,1,3,21,30,0,4.6000000000000005,-0.8,89.5,985
140,2019,1,3,22,0,0,4.6000000000000005,-1.0,90.71,985
141,2019,1,3,22,30,0,4.2,-1.2000000000000002,92.05,985
142,2019,1,3,23,0,0,3.7,-1.4,92.0,985
143,2019,1,3,23,30,0,3.3000000000000003,-1.7000000000000002,94.05,985
144,2019,1,4,0,0,0,2.8000000000000003,-2.0,93.83,984
145,2019,1,4,0,30,0,2.8000000000000003,-2.1,94.52,984
146,2019,1,4,1,0,0,2.7,-2.3000000000000003,94.76,984
147,2019,1,4,1,30,0,3.1,-2.3000000000000003,94.76,984
148,2019,1,4,2,0,0,3.4000000000000004,-2.3000000000000003,94.81,984
149,2019,1,4,2,30,0,3.3000000000000003,-2.5,96.13,983
150,2019,1,4,3,0,0,3.1,-2.7,97.21,983
151,2019,1,4,3,30,0,2.8000000000000003,-2.9000000000000004,98.67,983
152,2019,1,4,4,0,0,2.5,-3.1,98.62,982
153,2019,1,4,4,30,0,2.5,-3.2,99.35,982
154,2019,1,4,5,0,0,2.5,-3.4000000000000004,99.96,982
155,2019,1,4,5,30,0,2.5,-3.5,100.0,983
156,2019,1,4,6,0,0,2.6,-3.6,100.0,983
157,2019,1,4,6,30,0,2.6,-3.6,100.0,983
158,2019,1,4,7,0,0,2.6,-3.6,100.0,983
159,2019,1,4,7,30,5,3.0,-2.6,93.86,983
160,2019,1,4,8,0,36,3.4000000000000004,-1.7000000000000002,92.46,983
161,2019,1,4,8,30,123,3.1,-0.7000000000000001,85.94,983
162,2019,1,4,9,0,211,2.9000000000000004,0.3,86.4,983
163,2019,1,4,9,30,278,2.6,1.3,80.31,982
164,2019,1,4,10,0,335,2.3000000000000003,2.3000000000000003,82.11,982
165,2019,1,4,10,30,382,2.2,3.2,76.96000000000001,981
166,2019,1,4,11,0,416,2.1,4.1000000000000005,78.43,980
167,2019,1,4,11,30,436,2.4000000000000004,4.9,74.17,980
168,2019,1,4,12,0,442,2.6,5.7,69.58,979
169,2019,1,4,12,30,435,2.5,5.9,68.63,979
170,2019,1,4,13,0,413,2.5,6.1000000000000005,70.09,978
171,2019,1,4,13,30,379,2.1,5.9,71.06,978
172,2019,1,4,14,0,332,1.8,5.7,76.9,978
173,2019,1,4,14,30,274,1.5,4.6000000000000005,83.08,979
174,2019,1,4,15,0,208,1.1,3.5,87.79,979
175,2019,1,4,15,30,137,1.3,2.1,96.94,979
176,2019,1,4,16,0,67,1.5,0.8,94.65,979
177,2019,1,4,16,30,11,1.6,0.4,97.42,979
178,2019,1,4,17,0,0,1.6,-0.1,99.79,979
179,2019,1,4,17,30,0,1.6,-0.1,99.79,979
180,2019,1,4,18,0,0,1.9,-0.4,100.0,980
181,2019,1,4,18,30,0,2.1,-0.5,100.0,980
182,2019,1,4,19,0,0,2.2,-0.5,100.0,980
183,2019,1,4,19,30,0,2.2,-0.7000000000000001,100.0,980
184,2019,1,4,20,0,0,2.2,-0.8,100.0,980
185,2019,1,4,20,30,0,2.1,-1.0,100.0,980
186,2019,1,4,21,0,0,2.0,-1.2000000000000002,100.0,980
187,2019,1,4,21,30,0,2.0,-1.3,100.0,980
188,2019,1,4,22,0,0,2.0,-1.5,100.0,980
189,2019,1,4,22,30,0,1.9,-1.6,100.0,980
190,2019,1,4,23,0,0,1.9,-1.7000000000000002,100.0,980
191,2019,1,4,23,30,0,1.9,-1.8,100.0,980
192,2019,1,5,0,0,0,1.9,-1.8,100.0,980
193,2019,1,5,0,30,0,1.9,-1.8,100.0,980
194,2019,1,5,1,0,0,1.9,-1.8,100.0,980
195,2019,1,5,1,30,0,1.9,-1.8,100.0,981
196,2019,1,5,2,0,0,1.9,-1.8,100.0,981
197,2019,1,5,2,30,0,2.0,-1.7000000000000002,100.0,981
198,2019,1,5,3,0,0,2.0,-1.7000000000000002,100.0,981
199,2019,1,5,3,30,0,2.1,-1.5,100.0,981
200,2019,1,5,4,0,0,2.2,-1.4,100.0,981
201,2019,1,5,4,30,0,2.4000000000000004,-1.3,100.0,982
202,2019,1,5,5,0,0,2.7,-1.1,100.0,982
203,2019,1,5,5,30,0,2.8000000000000003,-1.0,100.0,982
204,2019,1,5,6,0,0,3.0,-1.0,99.01,983
205,2019,1,5,6,30,0,2.9000000000000004,-1.0,99.01,983
206,2019,1,5,7,0,0,2.9000000000000004,-1.1,97.95,983
207,2019,1,5,7,30,4,3.0,-0.7000000000000001,95.23,984
208,2019,1,5,8,0,16,3.0,-0.3,95.47,984
209,2019,1,5,8,30,36,3.0,0.5,90.09,984
210,2019,1,5,9,0,160,3.0,1.4,91.34,984
211,2019,1,5,9,30,279,3.1,2.4000000000000004,85.05,984
212,2019,1,5,10,0,338,3.2,3.4000000000000004,86.99,984
213,2019,1,5,10,30,385,3.5,4.5,80.53,984
214,2019,1,5,11,0,420,3.7,5.7,81.55,984
215,2019,1,5,11,30,441,4.0,6.6000000000000005,76.65,984
216,2019,1,5,12,0,449,4.2,7.6,76.27,984
217,2019,1,5,12,30,442,4.2,8.0,74.23,984
218,2019,1,5,13,0,420,4.3,8.5,75.16,984
219,2019,1,5,13,30,385,3.7,8.200000000000001,76.7,984
220,2019,1,5,14,0,337,3.2,7.9,81.68,984
221,2019,1,5,14,30,279,2.8000000000000003,6.6000000000000005,89.26,984
222,2019,1,5,15,0,212,2.5,5.300000000000001,92.88,985
223,2019,1,5,15,30,140,2.5,3.9,100.0,985
224,2019,1,5,16,0,70,2.6,2.5,100.0,985
225,2019,1,5,16,30,10,2.7,2.3000000000000003,100.0,986
226,2019,1,5,17,0,0,2.8000000000000003,2.0,100.0,986
227,2019,1,5,17,30,0,2.8000000000000003,2.0,100.0,986
228,2019,1,5,18,0,0,3.0,2.1,100.0,987
229,2019,1,5,18,30,0,2.9000000000000004,2.0,100.0,988
230,2019,1,5,19,0,0,2.9000000000000004,2.0,100.0,988
231,2019,1,5,19,30,0,2.8000000000000003,2.0,100.0,989
232,2019,1,5,20,0,0,2.7,2.1,100.0,989
233,2019,1,5,20,30,0,2.7,2.0,100.0,989
234,2019,1,5,21,0,0,2.6,2.0,100.0,989
235,2019,1,5,21,30,0,2.5,1.7000000000000002,100.0,990
236,2019,1,5,22,0,0,2.5,1.5,100.0,990
237,2019,1,5,22,30,0,2.4000000000000004,1.0,100.0,990
238,2019,1,5,23,0,0,2.4000000000000004,0.6000000000000001,100.0,990
239,2019,1,5,23,30,0,2.4000000000000004,0.1,100.0,990
240,2019,1,6,0,0,0,2.4000000000000004,-0.3,100.0,991
241,2019,1,6,0,30,0,2.5,-0.5,100.0,991
242,2019,1,6,1,0,0,2.6,-0.7000000000000001,100.0,992
243,2019,1,6,1,30,0,2.7,-0.8,100.0,992
244,2019,1,6,2,0,0,2.9000000000000004,-1.0,99.56,992
245,2019,1,6,2,30,0,3.1,-1.0,99.66,993
246,2019,1,6,3,0,0,3.3000000000000003,-1.1,97.59,993
247,2019,1,6,3,30,0,3.3000000000000003,-1.1,97.59,993
248,2019,1,6,4,0,0,3.3000000000000003,-1.2000000000000002,96.82,993
249,2019,1,6,4,30,0,3.3000000000000003,-1.2000000000000002,96.82,993
250,2019,1,6,5,0,0,3.4000000000000004,-1.2000000000000002,97.02,994
251,2019,1,6,5,30,0,3.4000000000000004,-1.1,96.31,994
252,2019,1,6,6,0,0,3.4000000000000004,-1.0,97.14,994
253,2019,1,6,6,30,0,3.5,-0.7000000000000001,95.03,994
254,2019,1,6,7,0,0,3.6,-0.5,96.66,995
255,2019,1,6,7,30,2,3.9,0.1,92.54,995
256,2019,1,6,8,0,12,4.2,0.8,93.67,995
257,2019,1,6,8,30,35,4.2,1.3,90.37,995
258,2019,1,6,9,0,69,4.3,1.9,91.77,996
259,2019,1,6,9,30,79,4.5,2.3000000000000003,89.10000000000001,995
260,2019,1,6,10,0,162,4.7,2.7,88.75,995
261,2019,1,6,10,30,213,4.9,3.0,86.88,995
262,2019,1,6,11,0,260,5.1000000000000005,3.3000000000000003,84.63,995
263,2019,1,6,11,30,281,5.2,3.4000000000000004,83.95,994
264,2019,1,6,12,0,312,5.300000000000001,3.5,81.7,994
265,2019,1,6,12,30,194,5.300000000000001,3.5,81.7,994
266,2019,1,6,13,0,189,5.2,3.5,80.34,994
267,2019,1,6,13,30,148,5.0,3.2,82.06,994
268,2019,1,6,14,0,135,4.800000000000001,3.0,82.83,994
269,2019,1,6,14,30,78,4.6000000000000005,2.6,85.12,993
270,2019,1,6,15,0,39,4.5,2.1,87.9,993
271,2019,1,6,15,30,26,4.6000000000000005,1.8,89.8,993
272,2019,1,6,16,0,15,4.800000000000001,1.5,90.59,993
273,2019,1,6,16,30,5,5.2,1.4,91.15,992
274,2019,1,6,17,0,0,5.5,1.3,91.26,992
275,2019,1,6,17,30,0,5.5,1.3,91.26,992
276,2019,1,6,18,0,0,6.0,1.3,91.44,991
277,2019,1,6,18,30,0,5.800000000000001,1.3,91.44,991
278,2019,1,6,19,0,0,5.6000000000000005,1.3,92.0,990
279,2019,1,6,19,30,0,5.6000000000000005,1.4,91.34,990
280,2019,1,6,20,0,0,5.5,1.6,91.6,990
281,2019,1,6,20,30,0,5.800000000000001,1.8,90.3,990
282,2019,1,6,21,0,0,6.1000000000000005,2.1,91.47,989
283,2019,1,6,21,30,0,6.300000000000001,2.3000000000000003,90.18,989
284,2019,1,6,22,0,0,6.6000000000000005,2.6,92.97,988
285,2019,1,6,22,30,0,6.5,2.7,92.31,988
286,2019,1,6,23,0,0,6.5,2.8000000000000003,95.91,987
287,2019,1,6,23,30,0,6.1000000000000005,2.8000000000000003,95.81,986
288,2019,1,7,0,0,0,5.800000000000001,2.8000000000000003,98.69,986
289,2019,1,7,0,30,0,5.800000000000001,2.8000000000000003,98.59,985
290,2019,1,7,1,0,0,5.800000000000001,2.8000000000000003,100.0,985
291,2019,1,7,1,30,0,5.9,2.9000000000000004,99.43,984
292,2019,1,7,2,0,0,6.0,3.1,100.0,984
293,2019,1,7,2,30,0,6.0,3.3000000000000003,98.58,983
294,2019,1,7,3,0,0,6.1000000000000005,3.6,99.54,983
295,2019,1,7,3,30,0,6.4,4.1000000000000005,96.01,982
296,2019,1,7,4,0,0,6.800000000000001,4.7,97.77,981
297,2019,1,7,4,30,0,6.800000000000001,4.7,97.77,981
298,2019,1,7,5,0,0,6.800000000000001,4.800000000000001,98.6,980
299,2019,1,7,5,30,0,6.9,4.9,97.81,979
300,2019,1,7,6,0,0,7.1000000000000005,5.1000000000000005,97.98,979
301,2019,1,7,6,30,0,6.800000000000001,5.300000000000001,96.53,978
302,2019,1,7,7,0,0,6.6000000000000005,5.5,97.94,978
303,2019,1,7,7,30,2,6.6000000000000005,5.9,95.27,978
304,2019,1,7,8,0,8,6.5,6.2,97.19,977
305,2019,1,7,8,30,12,6.7,6.6000000000000005,94.55,977
306,2019,1,7,9,0,17,7.0,7.1000000000000005,96.35,976
307,2019,1,7,9,30,44,7.2,7.5,93.76,976
308,2019,1,7,10,0,25,7.4,8.0,95.98,975
309,2019,1,7,10,30,30,7.4,8.5,92.69,974
310,2019,1,7,11,0,28,7.4,8.9,95.82,973
311,2019,1,7,11,30,31,7.5,9.4,92.66,973
312,2019,1,7,12,0,46,7.5,9.9,95.66,972
313,2019,1,7,12,30,40,7.300000000000001,10.3,93.15,972
314,2019,1,7,13,0,44,7.1000000000000005,10.7,95.79,972
315,2019,1,7,13,30,44,6.9,10.8,95.15,972
316,2019,1,7,14,0,107,6.7,10.9,98.13,973
317,2019,1,7,14,30,32,6.7,10.7,99.44,973
318,2019,1,7,15,0,26,6.800000000000001,10.5,94.95,974
319,2019,1,7,15,30,99,6.4,9.0,100.0,975
320,2019,1,7,16,0,68,6.1000000000000005,7.4,95.56,976
321,2019,1,7,16,30,16,5.800000000000001,6.4,100.0,977
322,2019,1,7,17,0,0,5.5,5.300000000000001,99.63,978
323,2019,1,7,17,30,0,5.5,5.300000000000001,99.63,978
324,2019,1,7,18,0,0,5.1000000000000005,4.4,99.91,980
325,2019,1,7,18,30,0,4.5,4.0,100.0,980
326,2019,1,7,19,0,0,4.0,3.6,100.0,981
327,2019,1,7,19,30,0,3.4000000000000004,3.3000000000000003,100.0,981
328,2019,1,7,20,0,0,2.8000000000000003,3.0,100.0,981
329,2019,1,7,20,30,0,2.5,2.9000000000000004,100.0,981
330,2019,1,7,21,0,0,2.2,2.7,100.0,982
331,2019,1,7,21,30,0,2.2,2.6,100.0,981
332,2019,1,7,22,0,0,2.2,2.5,100.0,981
333,2019,1,7,22,30,0,2.2,2.4000000000000004,100.0,981
334,2019,1,7,23,0,0,2.2,2.3000000000000003,100.0,981
335,2019,1,7,23,30,0,2.2,2.2,100.0,981
336,2019,1,8,0,0,0,2.2,2.1,100.0,981
337,2019,1,8,0,30,0,2.3000000000000003,2.0,100.0,981
338,2019,1,8,1,0,0,2.3000000000000003,1.9,100.0,981
339,2019,1,8,1,30,0,2.4000000000000004,1.9,100.0,981
340,2019,1,8,2,0,0,2.6,1.9,100.0,982
341,2019,1,8,2,30,0,2.5,2.0,100.0,981
342,2019,1,8,3,0,0,2.4000000000000004,2.0,100.0,981
343,2019,1,8,3,30,0,2.3000000000000003,2.1,100.0,981
344,2019,1,8,4,0,0,2.2,2.1,100.0,980
345,2019,1,8,4,30,0,2.3000000000000003,2.1,100.0,980
346,2019,1,8,5,0,0,2.5,2.2,100.0,980
347,2019,1,8,5,30,0,2.7,2.2,99.94,979
348,2019,1,8,6,0,0,2.9000000000000004,2.2,100.0,979
349,2019,1,8,6,30,0,3.4000000000000004,2.1,100.0,979
350,2019,1,8,7,0,0,3.8,2.0,99.64,979
351,2019,1,8,7,30,4,4.5,2.0,99.64,979
352,2019,1,8,8,0,13,5.2,2.1,97.44,980
353,2019,1,8,8,30,47,6.0,2.1,97.44,980
354,2019,1,8,9,0,26,6.9,2.2,93.66,981
355,2019,1,8,9,30,91,7.6,2.8000000000000003,89.85000000000001,982
356,2019,1,8,10,0,181,8.4,3.5,82.3,982
357,2019,1,8,10,30,355,8.8,4.4,77.34,983
358,2019,1,8,11,0,414,9.2,5.4,64.98,983
359,2019,1,8,11,30,444,9.3,5.4,64.98,983
360,2019,1,8,12,0,442,9.4,5.5,55.91,984
361,2019,1,8,12,30,433,9.2,5.300000000000001,56.69,984
362,2019,1,8,13,0,445,8.9,5.0,56.36,985
363,2019,1,8,13,30,410,8.8,5.1000000000000005,55.97,985
364,2019,1,8,14,0,360,8.700000000000001,5.1000000000000005,57.38,985
365,2019,1,8,14,30,299,8.4,4.800000000000001,58.59,985
366,2019,1,8,15,0,230,8.200000000000001,4.5,59.96,985
367,2019,1,8,15,30,149,8.3,3.7,63.48,986
368,2019,1,8,16,0,59,8.3,2.9000000000000004,64.65,986
369,2019,1,8,16,30,10,8.5,2.0,68.98,987
370,2019,1,8,17,0,0,8.8,1.2000000000000002,67.87,987
371,2019,1,8,17,30,0,8.8,1.2000000000000002,67.87,987
372,2019,1,8,18,0,0,8.8,-0.6000000000000001,68.87,988
373,2019,1,8,18,30,0,8.8,-1.5,73.63,989
374,2019,1,8,19,0,0,8.8,-2.4000000000000004,67.97,989
375,2019,1,8,19,30,0,8.5,-3.2,72.2,990
376,2019,1,8,20,0,0,8.3,-3.9,69.11,990
377,2019,1,8,20,30,0,8.1,-4.3,71.29,991
378,2019,1,8,21,0,0,7.9,-4.7,68.98,991
379,2019,1,8,21,30,0,7.800000000000001,-5.0,70.56,991
380,2019,1,8,22,0,0,7.7,-5.300000000000001,68.54,992
381,2019,1,8,22,30,0,7.6,-5.4,69.06,992
382,2019,1,8,23,0,0,7.5,-5.5,67.18,992
383,2019,1,8,23,30,0,7.5,-5.6000000000000005,67.69,992
384,2019,1,9,0,0,0,7.4,-5.800000000000001,66.62,992
385,2019,1,9,0,30,0,7.5,-5.800000000000001,66.68,993
386,2019,1,9,1,0,0,7.5,-5.9,64.86,993
387,2019,1,9,1,30,0,7.4,-6.0,65.36,993
388,2019,1,9,2,0,0,7.4,-6.2,64.17,993
389,2019,1,9,2,30,0,7.4,-6.300000000000001,64.66,993
390,2019,1,9,3,0,0,7.4,-6.4,63.82,994
391,2019,1,9,3,30,0,7.4,-6.5,64.31,994
392,2019,1,9,4,0,0,7.4,-6.6000000000000005,63.5,994
393,2019,1,9,4,30,0,7.4,-6.800000000000001,64.48,994
394,2019,1,9,5,0,0,7.4,-7.0,63.38,995
395,2019,1,9,5,30,0,7.4,-7.300000000000001,64.86,995
396,2019,1,9,6,0,0,7.300000000000001,-7.5,63.18,996
397,2019,1,9,6,30,0,7.300000000000001,-7.800000000000001,64.67,996
398,2019,1,9,7,0,0,7.300000000000001,-8.0,62.65,996
399,2019,1,9,7,30,4,7.4,-8.0,62.72,997
400,2019,1,9,8,0,27,7.5,-8.0,60.65,997
401,2019,1,9,8,30,59,7.5,-7.800000000000001,59.77,998
402,2019,1,9,9,0,95,7.5,-7.6,58.57,998
403,2019,1,9,9,30,126,7.4,-7.2,56.79,998
404,2019,1,9,10,0,336,7.4,-6.9,56.97,998
405,2019,1,9,10,30,297,7.4,-6.6000000000000005,55.67,998
406,2019,1,9,11,0,198,7.300000000000001,-6.2,56.22,998
407,2019,1,9,11,30,173,7.4,-6.0,55.36,998
408,2019,1,9,12,0,186,7.4,-5.7,56.01,997
409,2019,1,9,12,30,232,7.300000000000001,-5.6000000000000005,55.64,998
410,2019,1,9,13,0,279,7.300000000000001,-5.5,56.58,998
411,2019,1,9,13,30,276,7.2,-5.6000000000000005,57.01,998
412,2019,1,9,14,0,224,7.1000000000000005,-5.7,58.2,998
413,2019,1,9,14,30,242,6.9,-5.9,59.1,998
414,2019,1,9,15,0,238,6.7,-6.1000000000000005,60.29,999
415,2019,1,9,15,30,162,6.5,-6.300000000000001,61.22,999
416,2019,1,9,16,0,85,6.2,-6.6000000000000005,62.370000000000005,999
417,2019,1,9,16,30,17,6.0,-6.9,63.83,999
418,2019,1,9,17,0,0,5.9,-7.1000000000000005,64.3,999
419,2019,1,9,17,30,0,5.9,-7.1000000000000005,64.3,999
420,2019,1,9,18,0,0,5.5,-7.5,65.34,1000
421,2019,1,9,18,30,0,5.4,-7.800000000000001,66.87,1000
422,2019,1,9,19,0,0,5.300000000000001,-8.0,66.45,1000
423,2019,1,9,19,30,0,5.1000000000000005,-8.3,68.02,1000
424,2019,1,9,20,0,0,4.9,-8.6,67.89,1000
425,2019,1,9,20,30,0,4.800000000000001,-8.9,69.49,1000
